id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
2571,17,other,ba,5.71,51.1,yes,8.2,average,coaching,high,moderate,87.3
2572,22,female,b.tech,7.36,99.4,no,8.1,good,coaching,medium,hard,96.1
2573,17,other,b.sc,0.59,63.6,yes,5.9,good,self-study,high,moderate,54.0
2574,17,other,b.sc,0.35,43.2,yes,6.3,poor,self-study,low,moderate,34.5
2575,21,female,bba,6.76,55.5,yes,4.1,poor,mixed,medium,hard,64.8
2576,21,other,b.tech,0.94,68.9,yes,4.2,good,coaching,medium,moderate,43.8
2577,19,male,diploma,0.51,65.4,yes,4.7,average,online videos,high,moderate,30.9
2578,18,male,bba,1.87,97.8,yes,6.5,poor,coaching,low,easy,65.8
2579,23,male,bba,5.87,84.6,yes,7.4,poor,mixed,medium,moderate,54.7
2580,22,male,ba,5.44,61.1,yes,4.9,good,self-study,medium,moderate,77.2
2581,20,other,bca,0.33,97.4,yes,6.8,average,self-study,high,moderate,44.2
2582,21,female,b.sc,6.31,49.1,no,7.8,poor,mixed,medium,hard,67.8
2583,21,other,b.sc,7.75,92.0,yes,6.2,poor,coaching,medium,moderate,74.9
2584,17,female,b.tech,0.9,77.6,yes,7.5,good,self-study,high,moderate,64.0
2585,19,other,b.com,7.91,98.3,no,6.8,poor,mixed,low,hard,80.9
2586,17,female,b.sc,0.21,56.1,yes,5.2,average,online videos,low,moderate,23.0
2587,22,other,b.tech,5.37,98.5,yes,7.7,good,coaching,low,moderate,84.7
2588,20,other,b.tech,1.5,55.7,yes,5.8,poor,group study,low,moderate,33.5
2589,17,male,diploma,7.91,57.5,yes,9.0,good,online videos,medium,moderate,83.4
2590,19,male,bba,2.81,59.9,yes,5.9,poor,online videos,high,easy,54.2
2591,21,female,bba,0.81,87.0,yes,7.9,average,mixed,high,easy,48.3
2592,24,male,b.tech,1.47,88.0,yes,4.2,poor,self-study,low,moderate,22.6
2593,18,male,b.tech,0.84,63.0,yes,4.1,poor,mixed,high,easy,33.9
2594,17,male,bba,2.37,83.8,yes,4.3,poor,group study,medium,moderate,55.0
2595,21,other,diploma,0.34,54.0,yes,8.9,average,mixed,high,easy,42.1
2596,24,male,diploma,3.3,96.1,yes,7.2,poor,group study,high,moderate,77.5
2597,19,male,b.com,0.24,89.5,yes,6.7,poor,coaching,medium,moderate,37.1
2598,20,male,bba,5.32,78.9,yes,5.9,average,coaching,high,easy,67.3
2599,22,other,b.com,1.75,52.9,yes,6.4,poor,mixed,medium,hard,39.7
2600,20,other,b.com,7.83,85.7,yes,8.0,good,group study,high,easy,100.0
2601,24,other,diploma,4.99,98.0,yes,5.8,average,coaching,high,moderate,92.1
2602,24,male,b.com,0.72,80.3,yes,7.6,good,coaching,medium,easy,56.4
2603,20,male,b.com,0.44,95.8,yes,5.7,poor,group study,high,hard,46.6
2604,24,female,b.com,6.95,88.1,yes,8.1,good,coaching,high,moderate,92.8
2605,22,other,b.com,6.01,81.7,yes,9.2,poor,self-study,high,moderate,74.1
2606,21,male,b.sc,0.08,93.8,yes,7.6,good,coaching,high,moderate,47.8
2607,19,male,b.sc,7.29,84.7,yes,9.6,average,coaching,high,moderate,100.0
2608,22,other,b.com,2.98,98.4,yes,5.3,average,online videos,high,moderate,62.6
2609,20,female,bca,3.05,44.2,yes,5.6,good,self-study,low,easy,48.1
2610,24,male,b.tech,4.03,52.3,yes,5.4,average,mixed,medium,moderate,53.7
2611,17,female,b.sc,0.08,63.4,yes,4.2,poor,online videos,low,easy,19.599
2612,17,female,b.tech,2.57,81.2,yes,9.0,average,online videos,high,moderate,49.1
2613,23,female,b.sc,2.39,97.0,yes,9.8,good,online videos,high,moderate,78.7
2614,24,female,b.tech,2.35,67.8,yes,4.4,average,group study,medium,easy,50.7
2615,22,female,b.tech,7.91,87.1,yes,6.0,good,self-study,high,moderate,100.0
2616,20,male,b.sc,1.31,95.2,yes,9.0,poor,coaching,low,hard,68.0
2617,21,female,b.com,0.29,41.3,yes,8.5,good,group study,low,hard,19.599
2618,17,female,bba,7.25,74.6,yes,7.3,poor,coaching,medium,hard,89.7
2619,18,other,b.tech,6.9,42.1,yes,4.8,average,mixed,low,moderate,67.5
2620,20,other,ba,7.07,76.0,yes,4.4,poor,coaching,medium,hard,99.9
2621,20,other,b.com,7.13,57.2,yes,8.6,poor,online videos,medium,easy,55.7
2622,18,female,bca,7.91,83.3,no,5.4,poor,self-study,high,moderate,71.0
2623,20,male,bca,7.13,68.0,yes,5.1,average,online videos,low,moderate,60.4
2624,24,other,ba,5.65,99.3,yes,6.0,good,online videos,medium,moderate,88.4
2625,17,female,b.com,2.44,43.5,yes,5.0,average,online videos,low,easy,39.0
2626,21,other,ba,6.69,59.5,yes,5.5,good,self-study,low,moderate,64.2
2627,20,female,bca,0.57,62.2,yes,7.9,good,online videos,high,easy,48.7
2628,22,other,diploma,6.97,74.0,yes,7.0,average,online videos,medium,easy,89.2
2629,17,female,bba,6.58,99.4,yes,5.0,average,group study,medium,moderate,89.0
2630,22,male,ba,0.59,88.2,yes,7.3,good,mixed,high,moderate,57.2
2631,20,other,ba,0.08,93.0,yes,4.2,poor,group study,high,moderate,48.6
2632,17,other,bba,4.28,58.6,yes,4.2,poor,group study,low,moderate,52.8
2633,20,female,b.tech,3.84,64.0,yes,6.6,average,self-study,low,moderate,61.3
2634,24,male,b.com,7.91,71.2,yes,8.5,poor,self-study,high,easy,83.1
2635,20,female,b.com,0.08,58.2,yes,5.1,poor,mixed,low,moderate,19.599
2636,23,male,bba,0.9,62.6,no,5.4,good,coaching,medium,easy,42.2
2637,21,other,bba,3.92,78.1,yes,7.9,poor,online videos,medium,easy,61.1
2638,22,male,bba,3.59,53.0,yes,8.8,good,self-study,low,moderate,53.3
2639,24,other,bca,1.44,57.0,yes,5.1,average,self-study,medium,easy,34.2
2640,23,other,bba,0.77,48.8,yes,7.1,poor,online videos,high,moderate,32.7
2641,18,male,b.com,7.6,66.7,yes,8.0,average,coaching,low,hard,91.1
2642,21,female,bca,7.07,74.3,yes,9.2,poor,group study,low,hard,67.7
2643,21,other,diploma,6.46,89.1,yes,8.4,average,group study,low,moderate,76.1
2644,21,female,bca,0.08,66.5,no,6.7,good,mixed,low,moderate,49.7
2645,20,female,b.com,2.9,43.2,yes,9.9,average,mixed,low,moderate,41.9
2646,19,female,bba,0.31,99.0,yes,7.2,average,mixed,high,moderate,66.1
2647,20,male,b.sc,3.76,57.1,yes,4.1,poor,group study,high,easy,42.3
2648,24,other,bba,3.89,62.5,no,9.9,poor,group study,high,hard,50.9
2649,20,female,diploma,2.62,52.1,yes,4.1,average,self-study,low,hard,39.7
2650,24,female,b.com,3.75,40.8,yes,9.6,poor,online videos,low,moderate,56.8
2651,22,other,ba,3.06,64.0,yes,5.4,average,coaching,low,moderate,55.0
2652,17,other,b.sc,5.23,69.1,yes,8.1,good,online videos,medium,moderate,69.5
2653,19,other,b.com,3.21,49.8,yes,5.1,average,group study,medium,moderate,59.4
2654,19,male,bca,5.08,82.4,yes,4.1,good,group study,high,moderate,73.9
2655,18,male,b.tech,4.21,53.1,yes,8.1,good,online videos,low,moderate,60.5
2656,20,other,bba,6.19,69.6,yes,5.7,poor,coaching,low,easy,73.9
2657,23,other,ba,4.99,82.2,yes,5.4,average,self-study,medium,hard,56.8
2658,19,other,b.com,3.08,88.4,yes,5.3,average,mixed,low,moderate,51.9
2659,20,other,b.tech,3.35,69.1,yes,9.1,poor,group study,low,moderate,45.5
2660,23,female,b.sc,7.69,82.7,yes,7.8,good,coaching,medium,moderate,100.0
2661,21,female,b.sc,7.71,99.4,yes,8.9,average,online videos,medium,moderate,79.1
2662,19,female,b.tech,7.65,79.8,yes,7.7,poor,self-study,medium,moderate,69.6
2663,24,other,bca,3.47,78.2,yes,7.2,poor,coaching,low,easy,60.2
2664,21,female,bba,0.16,47.0,yes,4.2,poor,online videos,low,easy,19.599
2665,17,other,b.tech,2.57,99.4,yes,4.8,poor,mixed,low,hard,57.6
2666,24,male,bba,6.81,79.6,yes,9.2,average,mixed,medium,hard,79.0
2667,19,female,b.tech,2.04,64.0,yes,6.0,average,coaching,medium,moderate,64.1
2668,24,male,b.com,3.38,68.0,yes,9.1,good,group study,high,easy,67.3
2669,20,other,bca,0.18,93.0,yes,5.9,average,group study,medium,moderate,71.1
2670,17,male,ba,7.36,50.1,no,6.9,good,coaching,medium,moderate,83.2
2671,21,male,bca,0.14,93.3,yes,4.1,average,group study,high,easy,47.4
2672,22,other,b.com,0.4,88.4,yes,6.8,poor,group study,low,easy,43.6
2673,17,other,b.sc,1.33,52.6,no,5.0,good,online videos,low,moderate,31.5
2674,23,female,diploma,5.69,76.1,yes,8.5,poor,coaching,high,moderate,86.4
2675,24,other,b.com,3.95,77.9,yes,8.5,poor,online videos,high,easy,76.3
2676,20,other,bca,7.77,73.8,yes,5.8,poor,coaching,high,hard,89.4
2677,18,male,b.com,1.42,81.0,yes,5.9,good,self-study,medium,hard,52.7
2678,17,other,b.tech,4.38,67.4,yes,9.6,poor,group study,low,moderate,67.0
2679,18,female,bba,6.49,47.7,yes,7.9,good,self-study,high,moderate,81.5
2680,21,female,diploma,1.39,54.3,yes,5.9,poor,coaching,high,easy,41.1
2681,20,other,ba,3.82,66.0,yes,8.5,poor,self-study,low,moderate,44.8
2682,18,female,b.tech,3.82,50.0,yes,6.1,good,online videos,high,moderate,54.9
2683,22,other,b.sc,4.68,64.9,yes,9.8,good,mixed,low,hard,65.5
2684,20,male,bba,7.21,98.9,yes,4.1,average,mixed,low,easy,81.6
2685,17,male,bca,5.41,92.4,yes,9.9,poor,mixed,high,moderate,84.4
2686,20,other,b.sc,5.54,49.2,yes,6.9,good,mixed,high,moderate,87.3
2687,18,other,b.sc,1.68,92.0,yes,7.1,poor,group study,low,easy,55.5
2688,22,male,b.tech,4.69,90.3,yes,4.8,good,mixed,high,easy,69.9
2689,23,female,b.tech,6.67,94.0,yes,8.5,poor,coaching,low,easy,96.4
2690,20,male,ba,0.23,73.5,yes,5.1,poor,mixed,low,moderate,45.1
2691,19,female,b.sc,3.66,89.0,yes,9.5,average,group study,medium,easy,62.4
2692,23,female,bca,2.11,44.6,no,6.3,good,group study,low,easy,58.4
2693,21,female,b.tech,5.98,68.0,yes,6.2,poor,coaching,low,moderate,57.2
2694,22,female,bba,6.62,81.2,yes,4.7,average,mixed,high,moderate,78.6
2695,20,male,b.tech,5.81,55.2,yes,4.6,average,online videos,medium,moderate,56.4
2696,17,male,bca,3.35,78.0,yes,6.3,poor,self-study,low,moderate,39.5
2697,24,other,b.com,7.22,51.5,yes,5.5,average,group study,medium,easy,82.3
2698,21,female,b.com,1.46,58.2,yes,9.1,good,mixed,medium,moderate,56.6
2699,24,female,bba,1.97,52.0,yes,9.0,poor,online videos,medium,easy,36.8
2700,24,female,b.com,0.38,84.0,yes,5.5,good,mixed,medium,moderate,51.9
2701,19,other,b.sc,4.41,66.3,yes,9.9,poor,self-study,high,moderate,61.0
2702,17,male,b.tech,0.75,85.0,yes,6.1,average,online videos,medium,moderate,45.5
2703,18,female,b.sc,0.4,93.1,yes,7.1,average,self-study,medium,moderate,49.9
2704,23,male,b.tech,0.6,43.1,no,6.2,average,group study,low,hard,19.599
2705,22,other,b.com,5.2,99.4,yes,9.3,poor,group study,high,easy,84.7
2706,23,other,b.sc,4.78,47.7,yes,6.8,good,group study,low,moderate,61.3
2707,23,other,b.sc,7.86,75.2,no,6.3,average,group study,high,easy,90.4
2708,21,male,ba,5.23,54.5,yes,8.1,average,self-study,low,hard,52.2
2709,21,female,b.sc,7.23,71.0,yes,4.5,poor,online videos,medium,moderate,87.7
2710,19,male,ba,7.2,75.3,yes,6.4,good,coaching,medium,easy,94.1
2711,22,female,b.tech,6.62,64.8,yes,7.3,good,online videos,high,easy,67.4
2712,19,other,b.com,1.94,99.4,yes,5.9,average,online videos,medium,easy,55.1
2713,21,other,bca,6.3,86.8,yes,7.3,poor,self-study,low,hard,70.0
2714,19,other,ba,6.39,83.3,yes,7.4,poor,self-study,medium,moderate,73.4
2715,24,female,ba,4.76,93.8,yes,7.4,good,mixed,medium,moderate,86.3
2716,18,male,b.tech,6.99,97.9,yes,5.0,poor,self-study,medium,moderate,61.2
2717,19,female,ba,7.62,79.9,yes,6.3,poor,mixed,low,easy,82.2
2718,18,other,bca,6.22,96.5,yes,7.3,poor,online videos,low,moderate,64.1
2719,22,other,b.tech,4.41,68.2,yes,6.9,good,coaching,high,hard,83.7
2720,21,female,b.tech,5.37,99.4,yes,8.8,average,coaching,low,moderate,92.0
2721,19,female,b.sc,4.49,42.1,yes,7.2,average,group study,high,moderate,47.7
2722,18,other,b.sc,5.25,67.3,yes,9.5,poor,coaching,medium,moderate,78.7
2723,23,other,ba,0.12,52.1,yes,8.3,poor,mixed,high,easy,44.5
2724,20,female,bca,2.08,41.1,no,6.2,poor,group study,low,moderate,28.0
2725,22,female,b.sc,2.28,97.7,yes,4.2,poor,self-study,low,moderate,42.2
2726,17,female,bba,6.95,89.2,yes,7.9,poor,coaching,low,easy,98.4
2727,21,female,bba,2.63,53.2,yes,9.0,average,self-study,high,moderate,50.8
2728,21,female,b.tech,1.51,93.0,yes,7.3,poor,coaching,medium,hard,70.5
2729,23,male,b.com,5.96,73.6,yes,6.2,poor,online videos,high,moderate,77.0
2730,20,male,diploma,6.46,55.9,yes,5.2,average,online videos,low,moderate,66.6
2731,20,male,diploma,6.38,41.5,yes,6.9,good,online videos,medium,moderate,62.3
2732,20,male,b.sc,3.31,79.8,yes,4.5,average,mixed,medium,easy,53.4
2733,18,other,b.com,4.2,89.5,no,4.7,average,coaching,medium,moderate,71.1
2734,23,female,b.tech,0.31,78.8,yes,9.8,good,mixed,medium,moderate,40.6
2735,18,other,b.tech,2.39,54.1,yes,8.1,average,group study,high,easy,63.5
2736,21,female,b.tech,5.93,61.8,yes,9.7,poor,self-study,medium,easy,61.3
2737,22,other,ba,6.27,86.8,yes,8.0,good,mixed,medium,easy,86.6
2738,18,female,b.tech,7.74,66.1,yes,6.9,average,self-study,medium,moderate,81.4
2739,22,other,b.com,7.69,80.9,yes,7.8,good,group study,medium,moderate,90.2
2740,19,other,b.com,1.05,80.1,yes,6.7,average,self-study,high,moderate,49.2
2741,21,other,bca,1.44,73.0,no,5.9,good,coaching,high,hard,77.0
2742,17,other,b.tech,6.1,97.0,no,6.8,average,self-study,high,moderate,87.3
2743,18,male,ba,1.27,49.6,no,7.0,average,coaching,low,moderate,38.6
2744,20,other,bca,4.64,94.6,yes,6.4,average,mixed,low,easy,76.1
2745,18,male,ba,3.06,73.1,no,7.9,poor,online videos,medium,hard,56.1
2746,20,female,diploma,5.62,94.9,yes,9.6,poor,self-study,medium,moderate,76.4
2747,24,female,b.com,5.09,96.9,yes,8.1,poor,self-study,high,easy,71.3
2748,18,male,b.tech,5.55,40.6,yes,9.7,average,mixed,low,easy,56.3
2749,17,other,b.tech,0.64,81.7,yes,5.8,average,mixed,medium,easy,35.0
2750,23,other,diploma,7.62,66.3,no,9.9,poor,coaching,high,hard,100.0
2751,24,female,b.tech,3.11,87.4,yes,7.9,poor,online videos,low,moderate,65.4
2752,18,male,b.tech,2.23,75.7,yes,6.8,poor,coaching,high,easy,71.6
2753,18,other,b.com,6.85,86.9,yes,4.2,poor,self-study,medium,moderate,74.3
2754,20,male,bca,1.09,51.2,yes,4.2,poor,mixed,medium,moderate,35.2
2755,23,other,b.tech,6.91,44.8,no,9.9,good,coaching,high,hard,93.8
2756,24,other,b.com,6.09,87.6,yes,9.2,good,self-study,high,moderate,89.7
2757,21,male,b.com,6.39,67.7,yes,4.8,good,online videos,high,easy,53.2
2758,20,female,b.com,0.08,51.8,yes,6.3,poor,online videos,medium,easy,20.7
2759,24,other,b.sc,1.87,50.7,yes,5.1,good,self-study,high,moderate,35.8
2760,23,other,diploma,7.88,59.7,yes,5.3,good,self-study,medium,moderate,95.5
2761,23,male,b.tech,1.23,56.5,yes,4.1,poor,coaching,low,moderate,23.7
2762,17,other,bba,1.39,83.0,yes,7.6,average,mixed,high,hard,65.7
2763,18,male,b.sc,7.38,54.4,yes,9.1,poor,mixed,high,easy,73.4
2764,20,male,bca,0.18,56.4,yes,7.6,average,self-study,medium,moderate,43.9
2765,20,male,diploma,3.86,99.3,no,6.0,average,online videos,medium,moderate,64.4
2766,21,male,ba,4.35,68.9,yes,6.1,good,group study,medium,easy,63.5
2767,22,female,b.com,1.06,43.2,yes,5.6,average,online videos,low,moderate,30.6
2768,20,male,b.sc,4.62,72.6,yes,6.1,average,coaching,medium,moderate,65.0
2769,23,male,bba,3.18,86.4,yes,8.9,poor,group study,high,hard,78.4
2770,21,male,bca,2.84,84.9,yes,7.1,average,self-study,medium,easy,53.1
2771,24,other,bba,4.64,92.3,yes,6.5,average,self-study,medium,hard,71.9
2772,18,other,bca,7.72,61.9,yes,5.9,good,mixed,high,easy,84.7
2773,19,other,b.com,5.56,48.7,yes,8.8,average,coaching,high,moderate,86.4
2774,23,male,b.com,0.44,93.6,yes,5.1,poor,mixed,medium,moderate,37.6
2775,19,female,bba,3.81,57.8,yes,4.3,good,coaching,high,easy,62.7
2776,23,other,b.com,3.12,59.8,yes,7.2,poor,coaching,low,easy,46.8
2777,18,female,b.com,2.74,77.6,yes,5.1,poor,group study,medium,moderate,39.3
2778,18,other,ba,0.33,88.2,yes,5.7,good,self-study,high,moderate,51.3
2779,22,female,b.com,6.01,78.0,no,6.2,good,mixed,low,moderate,76.5
2780,22,female,bba,0.4,97.0,yes,5.1,average,group study,medium,moderate,48.7
2781,24,female,b.sc,3.11,78.8,yes,5.3,poor,coaching,low,moderate,43.2
2782,24,male,bba,0.65,79.1,yes,6.7,good,online videos,medium,moderate,51.3
2783,20,male,b.tech,7.37,74.6,yes,7.2,average,online videos,high,moderate,66.7
2784,24,male,b.tech,7.52,87.5,no,5.0,average,self-study,low,moderate,85.3
2785,18,male,b.com,3.64,75.1,yes,7.1,average,self-study,high,easy,59.6
2786,18,other,diploma,6.89,42.1,yes,7.2,poor,mixed,low,moderate,66.4
2787,17,male,b.tech,7.37,65.9,yes,9.7,average,coaching,high,easy,100.0
2788,21,female,b.com,2.33,81.8,yes,6.6,poor,online videos,low,hard,52.0
2789,19,other,diploma,5.37,93.5,no,7.0,poor,mixed,high,moderate,62.2
2790,17,female,bca,2.12,85.1,yes,7.9,average,group study,high,moderate,57.7
2791,21,other,ba,1.77,69.3,yes,9.5,good,mixed,medium,moderate,67.3
2792,24,female,b.com,2.56,83.7,yes,5.7,good,coaching,medium,moderate,70.5
2793,23,other,bba,4.37,82.5,yes,9.8,average,coaching,high,moderate,80.3
2794,20,other,b.tech,3.5,88.3,yes,4.9,poor,self-study,high,easy,43.5
2795,23,male,b.com,3.38,54.1,yes,7.0,good,mixed,high,hard,65.3
2796,19,other,ba,7.71,85.9,yes,8.8,average,self-study,low,easy,88.9
2797,20,male,bca,6.14,54.5,yes,7.7,average,mixed,medium,hard,65.5
2798,17,female,b.com,7.02,84.6,no,6.2,average,group study,high,moderate,95.5
2799,19,male,bca,1.42,73.2,no,7.7,poor,online videos,medium,hard,33.3
2800,24,female,b.tech,7.75,81.3,yes,7.4,average,self-study,high,moderate,86.3
2801,19,male,ba,7.56,40.8,yes,9.0,poor,self-study,low,moderate,55.7
2802,24,female,b.com,0.08,83.3,yes,7.8,good,group study,low,easy,44.0
2803,17,female,ba,1.99,94.2,yes,5.0,average,mixed,high,hard,54.1
2804,23,other,b.com,3.58,88.4,yes,6.5,average,self-study,low,hard,58.6
2805,21,male,b.sc,4.05,79.7,yes,5.1,good,group study,medium,moderate,60.0
2806,18,male,bca,7.71,99.4,yes,7.5,good,group study,medium,moderate,100.0
2807,17,male,b.sc,7.77,85.7,yes,8.5,good,mixed,high,easy,95.7
2808,21,male,b.tech,3.06,53.5,no,7.8,good,mixed,low,moderate,49.6
2809,24,other,b.sc,1.41,43.9,yes,8.9,poor,coaching,high,easy,44.3
2810,22,other,b.com,0.57,64.4,yes,9.2,poor,online videos,medium,moderate,41.2
2811,22,male,b.tech,3.61,73.7,yes,7.2,average,coaching,high,hard,72.2
2812,19,other,b.com,5.98,80.2,yes,6.0,good,mixed,high,moderate,86.1
2813,23,female,b.com,5.88,68.8,yes,4.1,good,self-study,high,easy,88.1
2814,22,female,b.tech,5.48,58.0,yes,9.2,good,self-study,low,moderate,75.3
2815,18,male,b.com,6.26,81.1,yes,7.0,good,mixed,medium,moderate,96.8
2816,21,female,b.sc,7.55,65.4,yes,8.5,average,coaching,high,easy,99.8
2817,24,other,b.sc,5.57,76.0,no,5.8,poor,self-study,medium,hard,53.0
2818,24,female,ba,1.36,85.2,yes,6.0,poor,online videos,low,moderate,40.6
2819,21,female,b.com,5.79,87.6,yes,9.7,average,mixed,medium,easy,81.9
2820,18,male,b.com,7.03,88.4,yes,8.0,average,mixed,high,hard,96.3
2821,17,male,b.tech,5.83,80.9,yes,7.4,good,group study,medium,easy,76.6
2822,20,female,bca,2.43,88.1,yes,6.7,poor,coaching,high,hard,67.6
2823,23,female,b.sc,1.19,98.4,yes,7.6,average,online videos,high,moderate,52.6
2824,19,other,diploma,5.7,80.7,yes,9.1,good,self-study,high,easy,64.2
2825,24,male,b.com,3.98,74.2,no,6.7,average,group study,medium,moderate,62.0
2826,18,other,b.sc,2.3,93.6,yes,9.3,good,coaching,medium,moderate,74.2
2827,19,male,diploma,7.85,53.6,no,8.6,average,mixed,medium,moderate,79.3
2828,19,female,b.com,4.07,86.2,yes,6.1,good,group study,medium,moderate,66.6
2829,21,male,b.sc,4.63,64.4,yes,8.7,average,online videos,medium,moderate,43.0
2830,22,other,b.tech,2.77,46.9,yes,8.0,poor,group study,low,easy,41.4
2831,18,other,b.tech,0.88,80.8,yes,5.0,poor,self-study,low,moderate,29.5
2832,21,other,bba,3.14,58.0,yes,8.6,average,online videos,medium,easy,39.8
2833,24,other,ba,1.57,47.2,yes,5.4,average,mixed,high,moderate,37.6
2834,17,other,b.tech,7.0,80.8,yes,6.1,good,coaching,high,moderate,97.6
2835,24,female,bba,0.81,48.2,yes,8.5,good,self-study,high,moderate,56.0
2836,19,male,diploma,1.79,76.8,yes,9.6,good,group study,low,easy,38.8
2837,20,female,b.sc,5.73,62.9,no,7.6,average,coaching,high,easy,75.8
2838,23,female,diploma,7.63,56.9,yes,8.6,average,self-study,medium,moderate,80.8
2839,22,other,b.tech,6.34,79.1,yes,9.3,average,coaching,medium,hard,97.1
2840,22,female,bca,5.03,90.7,yes,7.6,poor,coaching,high,moderate,69.5
2841,18,male,b.tech,5.77,50.9,yes,6.0,good,group study,high,easy,65.1
2842,24,male,b.tech,6.09,49.8,yes,9.4,poor,mixed,low,moderate,68.2
2843,22,other,bba,4.26,81.6,yes,8.7,average,coaching,high,easy,81.7
2844,21,other,bba,3.95,53.2,yes,5.6,poor,group study,low,easy,47.7
2845,21,male,b.sc,0.08,45.2,yes,5.3,good,online videos,low,easy,19.599
2846,23,female,b.tech,5.43,81.1,yes,7.5,good,online videos,medium,easy,75.1
2847,21,other,b.tech,7.74,86.4,yes,6.4,good,self-study,low,hard,87.4
2848,19,other,ba,0.93,43.9,yes,9.9,poor,group study,low,easy,23.4
2849,22,male,b.tech,2.99,68.5,yes,7.7,good,group study,low,easy,69.9
2850,24,male,b.sc,3.81,55.8,yes,5.8,good,mixed,medium,easy,61.3
2851,24,other,b.tech,0.62,78.4,yes,9.1,average,coaching,medium,hard,48.4
2852,23,female,b.com,6.01,73.5,yes,4.9,poor,group study,medium,moderate,64.1
2853,17,male,b.tech,2.89,89.3,yes,8.5,average,coaching,low,moderate,63.8
2854,23,female,b.tech,0.87,96.2,yes,8.6,good,group study,low,hard,55.7
2855,20,other,b.sc,6.08,93.7,yes,8.3,average,self-study,high,moderate,84.4
2856,19,other,b.tech,6.14,43.0,yes,9.2,poor,mixed,low,moderate,63.5
2857,17,other,b.sc,2.14,80.5,yes,9.6,good,online videos,medium,moderate,54.0
2858,20,other,diploma,2.57,53.8,yes,4.1,poor,self-study,high,easy,42.3
2859,24,male,b.sc,1.6,99.4,yes,4.6,good,mixed,low,easy,67.6
2860,17,male,b.tech,7.5,67.6,yes,6.6,good,mixed,low,hard,93.8
2861,24,other,diploma,5.81,49.5,no,9.2,good,group study,high,hard,53.1
2862,23,female,b.com,6.82,53.1,yes,7.2,poor,mixed,high,moderate,62.0
2863,19,male,b.com,6.26,85.1,yes,9.4,poor,mixed,medium,moderate,74.7
2864,24,female,b.tech,6.8,71.1,yes,5.4,average,coaching,medium,easy,88.5
2865,19,female,ba,4.37,96.3,yes,8.9,good,self-study,high,moderate,83.1
2866,21,female,bca,0.71,55.1,yes,5.7,poor,mixed,medium,moderate,28.5
2867,18,other,ba,0.67,95.7,yes,4.7,good,coaching,low,moderate,40.4
2868,20,other,ba,2.31,90.1,yes,4.5,good,mixed,medium,moderate,68.4
2869,19,male,b.com,2.62,51.3,yes,8.5,average,online videos,low,easy,29.9
2870,20,male,ba,5.57,46.8,yes,9.4,poor,coaching,low,hard,58.4
2871,20,other,b.sc,5.36,48.5,yes,9.2,average,coaching,medium,moderate,70.4
2872,20,male,bca,5.99,54.7,yes,5.1,poor,self-study,medium,moderate,48.2
2873,20,male,b.com,7.4,96.6,yes,9.3,poor,mixed,high,moderate,95.0
2874,23,female,b.tech,2.64,73.8,yes,7.9,good,coaching,high,hard,61.9
2875,23,male,b.tech,0.41,84.3,yes,6.2,poor,online videos,medium,hard,60.6
2876,24,male,bba,6.05,42.0,yes,9.2,good,online videos,high,easy,69.8
2877,20,female,b.sc,1.02,87.0,yes,9.2,good,group study,medium,easy,57.1
2878,17,male,bca,3.01,69.7,yes,4.4,poor,group study,low,moderate,44.8
2879,22,male,ba,2.31,93.9,yes,7.5,average,coaching,medium,moderate,62.2
2880,18,male,b.tech,2.98,42.2,no,7.7,poor,group study,low,moderate,50.5
2881,18,other,b.com,3.6,84.5,yes,5.1,good,self-study,low,easy,65.3
2882,20,female,diploma,7.91,93.2,yes,4.8,average,coaching,high,moderate,84.4
2883,22,male,diploma,7.89,57.8,yes,9.8,good,mixed,high,moderate,77.5
2884,17,female,diploma,7.17,95.9,yes,6.3,good,group study,high,easy,100.0
2885,23,other,bca,1.75,94.7,yes,5.4,poor,online videos,high,easy,46.8
2886,18,male,ba,4.61,92.6,yes,5.7,poor,group study,medium,hard,51.0
2887,23,female,ba,0.32,64.9,yes,7.3,average,online videos,low,moderate,37.6
2888,17,male,b.sc,3.42,58.5,yes,5.1,good,mixed,medium,moderate,53.7
2889,22,female,b.sc,2.23,74.2,yes,7.9,good,group study,low,easy,48.7
2890,19,other,b.sc,0.31,65.1,yes,7.2,poor,mixed,low,easy,28.0
2891,19,female,bba,1.42,54.8,no,5.5,poor,coaching,medium,moderate,19.599
2892,21,other,b.tech,4.1,46.8,yes,5.0,poor,group study,medium,moderate,59.8
2893,18,male,diploma,2.22,92.7,yes,6.3,good,self-study,low,moderate,59.8
2894,17,other,bca,2.21,53.6,yes,6.4,average,self-study,low,moderate,49.0
2895,21,other,b.com,2.16,44.4,yes,6.5,average,online videos,medium,moderate,31.1
2896,17,female,bba,0.08,95.5,yes,4.7,good,self-study,medium,easy,50.0
2897,24,male,b.sc,4.01,89.0,yes,5.3,good,group study,high,moderate,74.1
2898,18,other,b.sc,4.53,91.0,yes,7.1,poor,group study,low,moderate,75.1
2899,22,other,b.tech,2.43,51.5,no,4.3,good,mixed,high,moderate,48.0
2900,19,other,b.tech,4.14,81.7,yes,7.5,poor,online videos,low,moderate,58.0
2901,21,female,bba,5.05,61.7,yes,4.8,average,group study,low,easy,66.6
